ray palmer,rpalmer@jleague.org,240.237.148.218,240.237.148.218,2016-01-23T22:43:33,46.55294,7.96855,520911
kara zor-el,kzor-el@jleague.org,146.157.216.74,240.237.148.117,2016-01-23T22:45:03,45.2157,10.81934,192829
john jones,jjones@jleague.org,134.218.213.202,8.79.169.212,2016-01-23T22:45:29,47.44987,12.29398,991062
kara zor-el,kzor-el@jleague.org,240.237.148.117,8.79.169.212,2016-01-23T22:46:27,45.85071,10.10804,738564
barry allen,ballen@jleague.org,253.253.228.26,50.133.32.252,2016-01-23T22:47:09,49.37047,11.967,33106
victor stone,vstone@jleague.org,253.253.228.165,50.133.32.217,2016-01-23T22:48:09,48.24508,10.79933,399681
ray palmer,rpalmer@jleague.org,134.218.213.176,50.133.32.218,2016-01-23T22:48:24,47.82546,7.88255,863618
billy batson,bbatson@jleague.org,103.11.11.1,8.79.169.212,2016-01-23T22:48:34,48.014,9.91665,73517
wally west,wwest@jleague.org,103.11.11.6,103.11.11.14,2016-01-23T22:48:46,47.9975,12.21502,843436
arthur curry,acurry@jleague.org,240.237.148.67,103.11.11.116,2016-01-23T22:49:13,49.36607,11.84208,612485
diana prince,dprince@jleague.org,146.157.216.247,50.133.32.252,2016-01-23T22:49:34,46.69448,11.28145,296694
billy batson,bbatson@jleague.org,103.11.11.14,8.79.169.212,2016-01-23T22:50:03,48.56213,8.89208,362830
bruce wayne,bwayne@jleague.org,103.11.11.80,103.11.11.1,2016-01-23T22:50:07,47.24058,9.41931,369025
bruce wayne,bwayne@jleague.org,134.218.213.165,240.237.148.222,2016-01-23T22:51:22,48.40445,11.76682,804109
barbara gordon,bgordon@jleague.org,253.253.228.165,103.11.11.6,2016-01-23T22:51:27,45.81458,12.12626,141841
selina kyle,skyle@jleague.org,103.11.11.80,253.253.228.10,2016-01-23T22:52:25,48.18091,9.50905,636234
barbara gordon,bgordon@jleague.org,146.157.216.74,103.11.11.6,2016-01-23T22:53:15,45.42934,12.00784,341063
dinah lance,dlance@jleague.org,134.218.213.136,146.157.217.205,2016-01-23T22:53:51,48.74445,10.46595,648158
bruce wayne,bwayne@jleague.org,240.237.148.117,103.11.11.14,2016-01-22T22:53:52,48.86437,7.94986,132869
barry allen,ballen@jleague.org,146.157.216.209,253.253.228.26,2016-01-22T22:54:40,49.04504,8.06046,515499
barbara gordon,bgordon@jleague.org,134.218.213.202,8.79.168.167,2016-01-22T22:56:00,45.41081,9.88193,722447
wally west,wwest@jleague.org,253.253.228.165,8.79.169.212,2016-01-22T22:57:24,47.06813,8.18262,150270
kara zor-el,kzor-el@jleague.org,50.133.32.217,134.218.213.165,2016-01-22T22:57:49,47.14889,9.48987,582925
victor stone,vstone@jleague.org,146.157.216.209,134.218.213.165,2016-01-22T22:58:54,49.63767,9.60183,70543
barbara gordon,bgordon@jleague.org,253.253.228.26,146.157.216.247,2016-01-22T22:59:38,48.83294,8.74271,545125
barry allen,ballen@jleague.org,8.79.168.167,103.11.11.14,2016-01-22T23:00:02,46.76599,10.91834,716050
ray palmer,rpalmer@jleague.org,146.157.216.209,253.253.228.165,2016-01-22T23:01:24,45.15713,12.16336,311690
dick grayson,dgrayson@jleague.org,146.157.216.247,50.133.32.218,2016-01-22T23:01:50,45.83645,9.97542,720893
kyle rayner,krayner@jleague.org,146.157.216.247,8.79.169.212,2016-01-22T23:01:58,46.11186,7.77707,869973
selina kyle,skyle@jleague.org,134.218.213.202,240.237.148.67,2016-01-22T23:02:20,45.51459,12.04392,604591
john jones,jjones@jleague.org,253.253.228.165,8.79.169.212,2016-01-22T23:02:40,45.34305,7.97905,799403
bruce wayne,bwayne@jleague.org,50.133.32.217,103.11.11.80,2016-01-22T23:04:01,49.11775,11.8267,331247
barbara gordon,bgordon@jleague.org,146.157.216.209,253.253.228.221,2016-01-22T23:04:46,47.76804,9.84544,33751
diana prince,dprince@jleague.org,253.253.228.221,8.79.168.167,2016-01-22T23:04:52,45.92864,8.89758,511717
victor stone,vstone@jleague.org,240.237.148.218,134.218.213.202,2016-01-22T23:06:09,48.35147,10.96652,433918
selina kyle,skyle@jleague.org,50.133.32.231,134.218.213.184,2016-01-21T23:07:30,46.923,11.12777,415592
victor stone,vstone@jleague.org,50.133.32.218,103.11.11.80,2016-01-21T23:08:49,45.89556,9.63691,603667
billy batson,bbatson@jleague.org,240.237.148.218,240.237.148.222,2016-01-21T23:10:24,48.21354,8.21448,809804
diana prince,dprince@jleague.org,134.218.213.176,253.253.228.165,2016-01-21T23:11:28,48.31096,8.7037,200184
barbara gordon,bgordon@jleague.org,8.79.169.212,50.133.32.252,2016-01-21T23:12:46,49.86252,11.28307,464534
diana prince,dprince@jleague.org,103.11.11.80,253.253.228.165,2016-01-21T23:13:48,45.45893,10.61838,621119
john jones,jjones@jleague.org,146.157.216.74,103.11.11.80,2016-01-21T23:14:32,46.04589,9.8885,782217
clark kent,ckent@jleague.org,253.253.228.10,50.133.32.231,2016-01-21T23:15:39,48.79842,7.98711,923039
john constantine,jconstantine@jleague.org,240.237.148.218,253.253.228.26,2016-01-21T23:16:08,48.56126,11.70932,245162
ray palmer,rpalmer@jleague.org,240.237.148.218,8.79.168.234,2016-01-21T23:16:32,49.81274,11.60143,335816
arthur curry,acurry@jleague.org,50.133.32.218,240.237.148.67,2016-01-21T23:18:03,45.01021,10.09631,863480
victor stone,vstone@jleague.org,103.11.11.1,253.253.228.165,2016-01-21T23:18:24,45.88291,10.3897,618996
kara zor-el,kzor-el@jleague.org,146.157.217.205,253.253.228.165,2016-01-21T23:19:43,48.45601,9.41368,511869
john constantine,jconstantine@jleague.org,134.218.213.136,253.253.228.10,2016-01-20T23:20:11,48.07784,8.76066,348062
diana prince,dprince@jleague.org,103.11.11.1,146.157.216.247,2016-01-20T23:21:00,49.18071,11.22791,935182
hal jordan,hjordan@jleague.org,253.253.228.165,253.253.228.26,2016-01-20T23:22:06,47.91581,11.21822,300165
dick grayson,dgrayson@jleague.org,103.11.11.116,253.253.228.10,2016-01-20T23:22:12,47.79332,9.30215,930922
hal jordan,hjordan@jleague.org,8.79.168.167,50.133.32.252,2016-01-20T23:23:46,48.55835,11.64494,237164
john jones,jjones@jleague.org,50.133.32.218,240.237.148.222,2016-01-19T23:25:20,47.55311,9.61649,751278
billy batson,bbatson@jleague.org,240.237.148.218,253.253.228.26,2016-01-18T23:26:10,48.38185,10.95338,720447
john constantine,jconstantine@jleague.org,253.253.228.26,134.218.213.202,2016-01-18T23:26:34,49.45536,8.29509,404550
diana prince,dprince@jleague.org,103.11.11.77,146.157.216.74,2016-01-18T23:28:12,49.52838,10.01538,724600
dick grayson,dgrayson@jleague.org,103.11.11.6,134.218.213.136,2016-01-18T23:28:36,48.41059,9.54923,184450
dick grayson,dgrayson@jleague.org,146.157.216.247,240.237.148.117,2016-01-18T23:29:03,47.34215,10.28304,214285
bruce wayne,bwayne@jleague.org,240.237.148.117,253.253.228.165,2016-01-18T23:29:04,49.63491,10.17174,793024
wally west,wwest@jleague.org,50.133.32.218,253.253.228.10,2016-01-18T23:29:35,49.38665,10.53266,254193
wally west,wwest@jleague.org,146.157.217.205,146.157.216.74,2016-01-18T23:30:55,49.11958,11.2534,261651
barbara gordon,bgordon@jleague.org,50.133.32.231,146.157.216.209,2016-01-18T23:31:30,46.84598,10.13569,350013
john constantine,jconstantine@jleague.org,134.218.213.202,240.237.148.117,2016-01-18T23:31:48,47.8424,8.58852,269801
victor stone,vstone@jleague.org,8.79.169.212,134.218.213.184,2016-01-18T23:32:03,46.07147,11.51351,458803
barbara gordon,bgordon@jleague.org,103.11.11.116,240.237.148.117,2016-01-17T23:33:38,49.46997,9.42405,977765
arthur curry,acurry@jleague.org,253.253.228.10,103.11.11.1,2016-01-17T23:34:01,47.49604,10.11644,241006
bruce wayne,bwayne@jleague.org,134.218.213.136,146.157.216.74,2016-01-17T23:34:20,47.70477,10.94617,775343
bruce wayne,bwayne@jleague.org,146.157.216.74,253.253.228.10,2016-01-17T23:35:12,48.65541,8.08949,981639
arthur curry,acurry@jleague.org,103.11.11.14,103.11.11.80,2016-01-17T23:35:36,46.35713,12.46237,705962
ray palmer,rpalmer@jleague.org,146.157.216.247,50.133.32.218,2016-01-17T23:35:57,47.74853,11.96121,173669
clark kent,ckent@jleague.org,146.157.216.74,253.253.228.10,2016-01-17T23:36:07,48.4844,11.29147,184752
dinah lance,dlance@jleague.org,134.218.213.165,103.11.11.80,2016-01-16T23:36:16,46.10974,10.20242,671145
billy batson,bbatson@jleague.org,253.253.228.26,103.11.11.77,2016-01-16T23:36:22,47.08877,8.76854,314829
wally west,wwest@jleague.org,146.157.217.205,8.79.168.167,2016-01-16T23:37:37,48.47424,9.40252,189828
diana prince,dprince@jleague.org,240.237.148.218,134.218.213.202,2016-01-15T23:38:43,49.84181,9.51807,222728
selina kyle,skyle@jleague.org,146.157.216.74,134.218.213.176,2016-01-15T23:39:34,47.04425,7.71026,297953
barry allen,ballen@jleague.org,134.218.213.176,253.253.228.10,2016-01-15T23:41:12,46.97789,10.04238,697334
barry allen,ballen@jleague.org,103.11.11.116,50.133.32.252,2016-01-15T23:41:32,47.93551,11.26807,223303
victor stone,vstone@jleague.org,50.133.32.218,240.237.148.67,2016-01-15T23:42:56,49.60149,10.17622,795525
john constantine,jconstantine@jleague.org,8.79.168.234,50.133.32.217,2016-01-15T23:44:10,45.99995,7.58546,21553
kara zor-el,kzor-el@jleague.org,103.11.11.1,240.237.148.67,2016-01-14T23:45:47,47.36688,10.91566,103305
diana prince,dprince@jleague.org,103.11.11.80,253.253.228.26,2016-01-13T23:47:05,49.86302,11.85796,11626
billy batson,bbatson@jleague.org,50.133.32.231,103.11.11.1,2016-01-13T23:47:37,47.48141,11.41029,778738
john jones,jjones@jleague.org,50.133.32.217,240.237.148.222,2016-01-13T23:48:18,45.60948,9.00122,514874
barry allen,ballen@jleague.org,240.237.148.67,8.79.169.212,2016-01-13T23:49:04,45.84986,9.42584,701199
bruce wayne,bwayne@jleague.org,146.157.217.205,240.237.148.67,2016-01-13T23:49:16,45.0282,8.93236,510706
victor stone,vstone@jleague.org,50.133.32.231,8.79.168.234,2016-01-12T23:49:45,49.1426,12.33363,245790
arthur curry,acurry@jleague.org,146.157.217.205,103.11.11.14,2016-01-11T23:50:59,47.51296,8.42408,394096
diana prince,dprince@jleague.org,146.157.216.74,8.79.169.212,2016-01-11T23:52:07,46.62216,10.08268,452024
clark kent,ckent@jleague.org,103.11.11.77,8.79.168.167,2016-01-10T23:52:14,46.19921,10.3116,719365
dick grayson,dgrayson@jleague.org,134.218.213.202,146.157.216.209,2016-01-10T23:53:37,46.54487,10.76643,549707
diana prince,dprince@jleague.org,146.157.216.74,146.157.216.209,2016-01-10T23:54:29,47.91894,9.65437,178148
dick grayson,dgrayson@jleague.org,253.253.228.165,103.11.11.14,2016-01-10T23:56:02,46.29914,9.88035,993663
victor stone,vstone@jleague.org,146.157.216.209,240.237.148.218,2016-01-09T23:57:05,47.13218,9.35406,629491
john constantine,jconstantine@jleague.org,146.157.217.205,253.253.228.221,2016-01-09T23:57:31,46.1722,11.73777,580558
ray palmer,rpalmer@jleague.org,146.157.217.205,134.218.213.184,2016-01-09T23:57:34,47.20142,7.86407,900068
wally west,wwest@jleague.org,50.133.32.252,253.253.228.221,2016-01-09T23:58:52,49.23919,8.57594,151096
kyle rayner,krayner@jleague.org,146.157.217.205,103.11.11.116,2016-01-09T23:59:03,45.27793,11.80168,848726
dick grayson,dgrayson@jleague.org,146.157.216.247,253.253.228.10,2016-01-10T00:00:26,49.72021,8.34508,653441
john jones,jjones@jleague.org,240.237.148.67,253.253.228.26,2016-01-09T00:01:10,45.93588,10.34363,858946
barry allen,ballen@jleague.org,240.237.148.222,240.237.148.67,2016-01-08T00:02:21,49.95392,9.85177,21331
barry allen,ballen@jleague.org,240.237.148.117,134.218.213.184,2016-01-08T00:02:30,48.60332,9.6752,917039
billy batson,bbatson@jleague.org,240.237.148.117,253.253.228.221,2016-01-08T00:02:57,47.23427,8.80352,848866
hal jordan,hjordan@jleague.org,253.253.228.26,103.11.11.116,2016-01-07T00:04:34,47.84836,10.42226,906037
john constantine,jconstantine@jleague.org,253.253.228.10,8.79.169.212,2016-01-07T00:05:45,45.75479,9.47206,223622
kyle rayner,krayner@jleague.org,103.11.11.77,253.253.228.26,2016-01-07T00:07:12,49.37786,9.45928,406186
kara zor-el,kzor-el@jleague.org,240.237.148.218,146.157.216.247,2016-01-07T00:07:33,46.96748,8.05308,622838
barbara gordon,bgordon@jleague.org,50.133.32.252,134.218.213.165,2016-01-07T00:07:42,47.58415,10.2467,841289
hal jordan,hjordan@jleague.org,253.253.228.221,240.237.148.117,2016-01-07T00:08:48,45.55072,9.19218,959911
dick grayson,dgrayson@jleague.org,146.157.216.74,146.157.216.247,2016-01-07T00:09:28,46.59253,7.71288,582602
dick grayson,dgrayson@jleague.org,103.11.11.116,146.157.216.247,2016-01-07T00:09:46,49.62783,11.54138,734709
john jones,jjones@jleague.org,146.157.216.74,253.253.228.10,2016-01-06T00:11:00,47.42428,7.59232,374378
arthur curry,acurry@jleague.org,253.253.228.10,240.237.148.222,2016-01-06T00:12:37,46.81357,9.7491,167192
dick grayson,dgrayson@jleague.org,8.79.169.212,134.218.213.176,2016-01-06T00:12:42,46.9003,10.4565,394808
john jones,jjones@jleague.org,240.237.148.67,103.11.11.80,2016-01-06T00:13:36,46.42598,8.4064,176638
diana prince,dprince@jleague.org,8.79.168.234,253.253.228.165,2016-01-06T00:13:58,47.51842,9.07401,524443
selina kyle,skyle@jleague.org,146.157.216.247,146.157.217.205,2016-01-06T00:15:25,47.475,9.99908,915028
kara zor-el,kzor-el@jleague.org,146.157.216.209,253.253.228.165,2016-01-06T00:15:35,49.40951,9.18026,784403
dinah lance,dlance@jleague.org,146.157.217.205,8.79.168.234,2016-01-06T00:16:58,48.26985,12.0729,219520
hal jordan,hjordan@jleague.org,253.253.228.221,103.11.11.116,2016-01-06T00:17:59,48.0506,7.57996,169670
billy batson,bbatson@jleague.org,253.253.228.26,146.157.216.209,2016-01-05T00:18:57,49.20526,8.71289,406422
kara zor-el,kzor-el@jleague.org,146.157.216.209,253.253.228.26,2016-01-04T00:19:13,48.19754,9.25472,843299
kyle rayner,krayner@jleague.org,240.237.148.117,146.157.216.209,2016-01-04T00:19:35,47.29572,10.29789,980964
barbara gordon,bgordon@jleague.org,8.79.169.212,134.218.213.165,2016-01-04T00:20:34,47.36551,9.31643,826274
bruce wayne,bwayne@jleague.org,103.11.11.6,103.11.11.116,2016-01-04T00:20:46,46.35952,11.52654,978312
victor stone,vstone@jleague.org,50.133.32.252,134.218.213.202,2016-01-04T00:22:04,46.48575,9.04224,360107
billy batson,bbatson@jleague.org,134.218.213.165,134.218.213.202,2016-01-04T00:23:42,49.78802,10.00466,235506
hal jordan,hjordan@jleague.org,103.11.11.80,103.11.11.77,2016-01-04T00:25:19,48.5664,9.53018,783581
bruce wayne,bwayne@jleague.org,240.237.148.67,103.11.11.14,2016-01-04T00:26:04,49.96734,12.35208,797193
john jones,jjones@jleague.org,146.157.216.247,134.218.213.136,2016-01-03T00:27:37,47.23061,8.90388,986343
clark kent,ckent@jleague.org,50.133.32.231,50.133.32.231,2016-01-03T00:28:58,48.64883,10.6323,861498
billy batson,bbatson@jleague.org,134.218.213.176,240.237.148.67,2016-01-03T00:30:05,45.68604,7.67373,51406
john constantine,jconstantine@jleague.org,103.11.11.80,50.133.32.252,2016-01-03T00:30:08,47.17177,8.46034,421845
dick grayson,dgrayson@jleague.org,134.218.213.165,103.11.11.6,2016-01-03T00:30:54,45.24049,11.04762,676822
barry allen,ballen@jleague.org,134.218.213.136,134.218.213.136,2016-01-03T00:31:21,45.39279,11.66856,573713
john constantine,jconstantine@jleague.org,253.253.228.26,253.253.228.26,2016-01-02T00:32:49,49.19548,11.70378,246374
arthur curry,acurry@jleague.org,103.11.11.6,103.11.11.1,2016-01-02T00:33:12,46.15776,12.17963,214099
hal jordan,hjordan@jleague.org,253.253.228.221,134.218.213.202,2016-01-01T00:33:19,48.31317,7.83447,995092
kyle rayner,krayner@jleague.org,253.253.228.165,50.133.32.217,2016-01-01T00:34:44,49.00819,12.05308,228645
barbara gordon,bgordon@jleague.org,134.218.213.136,103.11.11.6,2016-01-01T00:35:00,46.878,10.80723,735821
kyle rayner,krayner@jleague.org,50.133.32.231,146.157.217.205,2015-12-31T00:36:05,47.81952,11.89499,347630
billy batson,bbatson@jleague.org,8.79.168.167,103.11.11.6,2015-12-31T00:37:09,47.82942,7.52876,29256
arthur curry,acurry@jleague.org,240.237.148.222,50.133.32.218,2015-12-31T00:37:38,49.62936,11.45782,409281
clark kent,ckent@jleague.org,253.253.228.165,50.133.32.231,2015-12-31T00:38:39,48.51166,11.92414,269676
barbara gordon,bgordon@jleague.org,253.253.228.26,50.133.32.217,2015-12-31T00:39:56,48.41125,10.05681,422506
selina kyle,skyle@jleague.org,50.133.32.218,146.157.216.247,2015-12-31T00:40:36,48.03331,11.63781,538668
diana prince,dprince@jleague.org,8.79.168.234,134.218.213.165,2015-12-31T00:42:04,48.13055,9.77134,501120
diana prince,dprince@jleague.org,253.253.228.221,240.237.148.222,2015-12-31T00:43:03,47.92191,9.32679,999534
bruce wayne,bwayne@jleague.org,134.218.213.165,240.237.148.218,2015-12-31T00:44:15,48.3626,8.21275,800824
ray palmer,rpalmer@jleague.org,103.11.11.1,134.218.213.202,2015-12-31T00:45:26,47.43586,9.38023,777112
kyle rayner,krayner@jleague.org,103.11.11.116,50.133.32.217,2015-12-31T00:46:41,49.68005,9.59814,241281
dick grayson,dgrayson@jleague.org,134.218.213.202,50.133.32.218,2015-12-31T00:47:19,46.8217,8.56227,953748
ray palmer,rpalmer@jleague.org,134.218.213.176,146.157.216.74,2015-12-31T00:48:05,45.2463,10.53757,315472
barry allen,ballen@jleague.org,134.218.213.136,8.79.169.212,2015-12-31T00:49:43,49.93923,11.16412,2412
ray palmer,rpalmer@jleague.org,8.79.168.167,146.157.216.209,2015-12-31T00:50:15,47.25626,9.51897,966021
dinah lance,dlance@jleague.org,8.79.168.234,103.11.11.14,2015-12-31T00:50:29,49.89263,10.60518,938747
kyle rayner,krayner@jleague.org,103.11.11.116,103.11.11.1,2015-12-31T00:52:02,45.41116,11.9021,575688
dinah lance,dlance@jleague.org,134.218.213.202,134.218.213.176,2015-12-31T00:52:17,45.37085,8.55348,10881
dick grayson,dgrayson@jleague.org,50.133.32.218,8.79.169.212,2015-12-31T00:52:44,47.12807,9.22039,722382
kyle rayner,krayner@jleague.org,103.11.11.77,240.237.148.218,2015-12-31T00:52:49,49.25729,11.13239,629033
kyle rayner,krayner@jleague.org,50.133.32.231,8.79.168.234,2015-12-31T00:53:14,46.66249,8.33498,448673
victor stone,vstone@jleague.org,146.157.216.74,146.157.216.74,2015-12-30T00:54:05,47.03172,12.22969,987396
kara zor-el,kzor-el@jleague.org,146.157.217.205,103.11.11.77,2015-12-30T00:54:21,46.5256,12.012,260006
john jones,jjones@jleague.org,146.157.216.209,134.218.213.136,2015-12-30T00:55:57,45.82918,7.62936,143153
victor stone,vstone@jleague.org,103.11.11.14,103.11.11.1,2015-12-30T00:55:59,49.38221,12.00417,428834
john constantine,jconstantine@jleague.org,8.79.168.234,50.133.32.217,2015-12-30T00:56:24,45.14488,8.12586,380884
john constantine,jconstantine@jleague.org,134.218.213.165,50.133.32.252,2015-12-30T00:56:42,46.11336,9.38503,396068
hal jordan,hjordan@jleague.org,103.11.11.77,146.157.216.74,2015-12-30T00:58:15,47.57712,9.86685,425866
billy batson,bbatson@jleague.org,50.133.32.217,50.133.32.252,2015-12-30T00:59:10,49.89951,9.66607,711645
wally west,wwest@jleague.org,134.218.213.165,134.218.213.165,2015-12-30T01:00:40,46.44017,7.54859,513859
billy batson,bbatson@jleague.org,50.133.32.218,253.253.228.165,2015-12-30T01:00:51,47.62704,10.98955,865222
john constantine,jconstantine@jleague.org,50.133.32.252,8.79.168.167,2015-12-30T01:01:20,49.53166,9.60798,604159
