john jones!jjones@jleague.org!75.122.133.75!155.130.121.6!2016-01-25T22:48:20!49.3021!8.56818!519437
arthur curry!acurry@jleague.org!169.28.228.152!106.152.115.130!2016-01-25T22:49:20!45.17658!12.06295!554822
barbara gordon!bgordon@jleague.org!60.15.193.74!220.211.18.12!2016-01-25T22:49:53!48.07545!9.17532!812280
dick grayson!dgrayson@jleague.org!190.214.22.59!155.130.121.6!2016-01-25T22:51:22!48.58082!10.81478!883131
billy batson!bbatson@jleague.org!190.214.22.59!169.28.228.152!2016-01-25T22:51:59!48.1643!12.11047!129391
dick grayson!dgrayson@jleague.org!75.122.133.10!75.122.133.75!2016-01-25T22:53:04!45.22266!7.85526!928472
kara zor-el!kzor-el@jleague.org!75.122.133.75!60.15.193.74!2016-01-24T22:54:15!45.43879!10.43676!921753
hal jordan!hjordan@jleague.org!75.122.133.241!75.122.133.75!2016-01-23T22:54:59!48.44953!7.84633!653952
kyle rayner!krayner@jleague.org!220.211.18.48!106.152.115.49!2016-01-23T22:56:04!48.44473!11.27139!129660
victor stone!vstone@jleague.org!155.130.121.22!190.214.22.59!2016-01-23T22:56:53!48.80716!10.15358!213777
hal jordan!hjordan@jleague.org!155.130.120.114!106.152.114.9!2016-01-23T22:57:26!49.3995!11.50143!174052
arthur curry!acurry@jleague.org!102.86.56.199!155.130.121.22!2016-01-22T22:58:18!48.08295!9.97258!705943
bruce wayne!bwayne@jleague.org!102.86.56.243!190.214.22.201!2016-01-22T22:59:19!48.80388!8.48954!824481
arthur curry!acurry@jleague.org!169.28.228.152!75.122.133.75!2016-01-22T23:00:29!47.81723!8.37403!752032
kyle rayner!krayner@jleague.org!169.28.228.153!190.214.22.116!2016-01-22T23:00:41!46.98901!10.07732!899994
barry allen!ballen@jleague.org!190.214.22.201!75.122.133.10!2016-01-22T23:01:23!45.87201!10.69701!242233
barbara gordon!bgordon@jleague.org!155.130.121.6!190.214.22.59!2016-01-22T23:02:15!49.69565!11.42913!766448
victor stone!vstone@jleague.org!155.130.121.6!102.86.56.243!2016-01-22T23:02:51!48.24761!10.43821!144335
wally west!wwest@jleague.org!220.211.18.12!60.15.193.250!2016-01-22T23:04:06!47.64353!8.84373!314519
wally west!wwest@jleague.org!75.122.133.241!155.130.121.215!2016-01-21T23:05:28!48.36379!8.36128!436133
dick grayson!dgrayson@jleague.org!75.122.133.241!220.211.18.12!2016-01-21T23:06:45!47.80879!11.45124!833429
diana prince!dprince@jleague.org!75.122.132.124!155.130.120.114!2016-01-21T23:07:09!46.8172!8.32908!921272
bruce wayne!bwayne@jleague.org!75.122.132.124!169.28.228.153!2016-01-21T23:08:27!46.59729!9.55858!732192
arthur curry!acurry@jleague.org!155.130.121.215!155.130.121.215!2016-01-21T23:09:29!46.31443!9.16088!715799
dinah lance!dlance@jleague.org!75.122.133.75!102.86.56.243!2016-01-20T23:10:12!48.94738!12.25631!825093
dinah lance!dlance@jleague.org!169.28.228.152!155.130.121.215!2016-01-20T23:11:02!49.50655!12.46077!784369
victor stone!vstone@jleague.org!102.86.56.199!169.28.228.152!2016-01-20T23:11:17!47.28659!10.82497!488280
dick grayson!dgrayson@jleague.org!75.122.133.75!169.28.228.152!2016-01-20T23:11:35!47.45969!8.94768!49187
victor stone!vstone@jleague.org!155.130.121.6!190.214.22.201!2016-01-20T23:12:14!49.24246!7.94414!660322
clark kent!ckent@jleague.org!75.122.133.241!155.130.120.114!2016-01-19T23:13:05!47.85385!9.03084!549985
selina kyle!skyle@jleague.org!60.15.193.249!169.28.228.152!2016-01-19T23:13:11!48.3641!7.84987!159984
kyle rayner!krayner@jleague.org!169.28.228.152!60.15.193.250!2016-01-19T23:14:13!45.6369!7.70839!582385
billy batson!bbatson@jleague.org!60.15.193.250!190.214.22.116!2016-01-19T23:15:02!46.70264!7.56846!125024
victor stone!vstone@jleague.org!169.28.228.153!190.214.22.59!2016-01-19T23:16:01!46.11928!12.10657!728998
kyle rayner!krayner@jleague.org!155.130.121.22!106.152.115.49!2016-01-19T23:17:30!48.94523!9.6483!967756
clark kent!ckent@jleague.org!155.130.121.215!190.214.22.59!2016-01-19T23:18:02!47.73053!9.32398!744789
dinah lance!dlance@jleague.org!75.122.133.10!190.214.22.116!2016-01-19T23:19:18!49.25129!12.07495!598458
dick grayson!dgrayson@jleague.org!60.15.193.250!102.86.56.243!2016-01-19T23:19:54!47.72363!10.98589!226601
john constantine!jconstantine@jleague.org!169.28.228.152!106.152.114.9!2016-01-19T23:20:27!47.94723!8.11362!930462
john jones!jjones@jleague.org!75.122.133.241!102.86.56.213!2016-01-19T23:21:50!48.31339!9.74814!646025
kara zor-el!kzor-el@jleague.org!75.122.133.241!190.214.22.59!2016-01-19T23:22:43!46.9414!9.57572!578521
victor stone!vstone@jleague.org!60.15.193.74!155.130.121.22!2016-01-19T23:23:18!47.20126!12.45429!687697
barbara gordon!bgordon@jleague.org!102.86.56.213!102.86.56.213!2016-01-18T23:24:50!48.12756!11.46727!113150
selina kyle!skyle@jleague.org!220.211.18.48!106.152.115.161!2016-01-18T23:25:33!46.9828!7.56792!280153
john constantine!jconstantine@jleague.org!106.152.115.161!106.152.115.49!2016-01-18T23:26:50!46.51786!7.5144!197413
barbara gordon!bgordon@jleague.org!60.15.193.74!169.28.228.152!2016-01-18T23:27:16!49.17564!10.18552!857375
arthur curry!acurry@jleague.org!75.122.133.241!106.152.114.248!2016-01-18T23:28:20!47.14057!11.12836!659753
billy batson!bbatson@jleague.org!102.86.56.199!102.86.56.243!2016-01-18T23:29:30!48.26096!9.56513!591092
dinah lance!dlance@jleague.org!155.130.120.114!102.86.56.203!2016-01-17T23:31:08!49.47575!11.26771!444340
ray palmer!rpalmer@jleague.org!220.211.18.12!155.130.120.114!2016-01-17T23:31:41!46.96786!9.34822!829340
selina kyle!skyle@jleague.org!60.15.193.249!106.152.115.49!2016-01-17T23:33:02!46.72465!11.18013!632905
selina kyle!skyle@jleague.org!220.211.18.31!102.86.56.213!2016-01-17T23:34:38!49.63183!12.33715!533473
hal jordan!hjordan@jleague.org!169.28.228.153!220.211.18.48!2016-01-17T23:34:50!48.51827!9.40911!214227
ray palmer!rpalmer@jleague.org!220.211.18.48!106.152.115.161!2016-01-17T23:36:26!46.1715!8.8539!49509
arthur curry!acurry@jleague.org!220.211.18.48!220.211.18.31!2016-01-17T23:36:52!48.04343!8.12258!746166
wally west!wwest@jleague.org!155.130.121.22!169.28.228.153!2016-01-17T23:37:45!49.28956!10.18924!110827
hal jordan!hjordan@jleague.org!190.214.22.201!106.152.115.130!2016-01-17T23:37:46!49.87131!8.40206!11753
john jones!jjones@jleague.org!106.152.115.161!75.122.132.124!2016-01-17T23:39:15!47.59412!11.93051!141543
kara zor-el!kzor-el@jleague.org!155.130.121.215!102.86.56.243!2016-01-17T23:40:09!46.4492!10.22424!663610
bruce wayne!bwayne@jleague.org!106.152.114.9!106.152.115.161!2016-01-16T23:40:24!46.68085!11.43558!378831
clark kent!ckent@jleague.org!60.15.193.95!106.152.115.49!2016-01-16T23:40:43!48.31668!7.50531!399192
hal jordan!hjordan@jleague.org!190.214.22.116!190.214.22.116!2016-01-16T23:41:05!49.25349!11.62283!644927
ray palmer!rpalmer@jleague.org!155.130.121.6!75.122.133.241!2016-01-16T23:42:20!47.13404!10.72886!466805
ray palmer!rpalmer@jleague.org!102.86.56.199!169.28.228.152!2016-01-16T23:43:40!49.04819!9.5363!837280
billy batson!bbatson@jleague.org!155.130.121.215!106.152.114.9!2016-01-16T23:44:16!45.27316!11.78382!228435
selina kyle!skyle@jleague.org!102.86.56.203!60.15.193.95!2016-01-16T23:44:27!48.52327!12.21212!504761
barbara gordon!bgordon@jleague.org!60.15.193.95!155.130.120.114!2016-01-15T23:45:47!48.15304!10.6566!611988
dick grayson!dgrayson@jleague.org!220.211.18.12!190.214.22.201!2016-01-14T23:46:37!47.20385!11.64689!886094
john constantine!jconstantine@jleague.org!220.211.18.48!60.15.193.74!2016-01-14T23:47:27!45.29325!10.78483!476073
billy batson!bbatson@jleague.org!106.152.115.161!75.122.133.10!2016-01-14T23:48:04!48.42538!10.99307!395075
clark kent!ckent@jleague.org!169.28.228.153!220.211.18.12!2016-01-14T23:48:07!48.80699!11.42302!564271
diana prince!dprince@jleague.org!106.152.115.130!190.214.22.201!2016-01-14T23:48:21!48.58334!7.60165!593648
victor stone!vstone@jleague.org!220.211.18.31!190.214.22.201!2016-01-14T23:49:35!46.70025!11.09324!873570
bruce wayne!bwayne@jleague.org!60.15.193.95!60.15.193.250!2016-01-14T23:51:01!49.64539!11.34686!960763
clark kent!ckent@jleague.org!60.15.193.250!190.214.22.59!2016-01-14T23:51:16!47.84411!10.92106!832159
dinah lance!dlance@jleague.org!106.152.114.248!102.86.56.203!2016-01-14T23:51:39!45.34702!11.06102!317257
bruce wayne!bwayne@jleague.org!102.86.56.243!60.15.193.74!2016-01-14T23:52:51!49.22648!10.55247!78313
barbara gordon!bgordon@jleague.org!155.130.121.6!102.86.56.199!2016-01-14T23:53:03!48.3882!11.35343!133645
diana prince!dprince@jleague.org!155.130.121.22!102.86.56.203!2016-01-13T23:53:57!45.63817!9.20812!227053
dinah lance!dlance@jleague.org!220.211.18.31!155.130.121.6!2016-01-13T23:55:33!47.08974!10.08266!25767
hal jordan!hjordan@jleague.org!190.214.22.94!60.15.193.74!2016-01-13T23:57:05!46.57729!12.11847!842159
dick grayson!dgrayson@jleague.org!220.211.18.48!190.214.22.201!2016-01-12T23:58:10!47.58145!8.44206!544302
barbara gordon!bgordon@jleague.org!155.130.120.114!190.214.22.201!2016-01-12T23:59:16!46.9975!7.80696!206906
ray palmer!rpalmer@jleague.org!102.86.56.203!60.15.193.249!2016-01-13T00:00:24!45.83372!11.71985!221359
hal jordan!hjordan@jleague.org!102.86.56.213!155.130.120.114!2016-01-13T00:01:45!45.6695!9.57906!82330
barry allen!ballen@jleague.org!155.130.121.215!102.86.56.199!2016-01-13T00:03:05!49.0407!7.67209!477182
clark kent!ckent@jleague.org!75.122.133.10!220.211.18.31!2016-01-13T00:04:11!45.01967!8.40298!351156
barbara gordon!bgordon@jleague.org!155.130.121.215!155.130.120.114!2016-01-13T00:05:14!48.04817!12.09987!59535
clark kent!ckent@jleague.org!106.152.115.161!106.152.115.130!2016-01-12T00:05:46!47.15144!8.52435!924131
john constantine!jconstantine@jleague.org!169.28.228.152!169.28.228.153!2016-01-12T00:07:02!47.30129!8.54627!387232
barbara gordon!bgordon@jleague.org!102.86.56.199!190.214.22.116!2016-01-12T00:08:31!45.93061!9.71443!859529
ray palmer!rpalmer@jleague.org!169.28.228.153!155.130.120.114!2016-01-12T00:08:42!48.01722!8.77411!7661
diana prince!dprince@jleague.org!190.214.22.116!60.15.193.249!2016-01-12T00:09:40!48.94435!11.01459!492032
barry allen!ballen@jleague.org!106.152.115.161!60.15.193.249!2016-01-12T00:09:58!45.83844!8.21253!621909
bruce wayne!bwayne@jleague.org!75.122.132.124!102.86.56.213!2016-01-12T00:11:30!45.02945!7.58765!139154
john jones!jjones@jleague.org!169.28.228.153!106.152.114.248!2016-01-12T00:11:41!47.39792!11.58593!176619
kara zor-el!kzor-el@jleague.org!155.130.120.114!106.152.115.130!2016-01-12T00:11:48!49.58715!9.61589!293607
hal jordan!hjordan@jleague.org!102.86.56.213!190.214.22.201!2016-01-12T00:12:00!48.52764!8.55316!644103
barbara gordon!bgordon@jleague.org!75.122.133.241!60.15.193.74!2016-01-12T00:12:06!49.37248!8.09926!163022
victor stone!vstone@jleague.org!75.122.132.124!190.214.22.94!2016-01-12T00:13:36!45.21622!11.4818!856321
john constantine!jconstantine@jleague.org!106.152.115.130!75.122.132.124!2016-01-12T00:14:37!49.40817!11.88037!819072
barbara gordon!bgordon@jleague.org!60.15.193.250!106.152.115.130!2016-01-12T00:15:14!48.9924!10.10416!649542
arthur curry!acurry@jleague.org!169.28.228.153!190.214.22.94!2016-01-11T00:15:52!48.5031!10.11784!243688
barbara gordon!bgordon@jleague.org!106.152.114.248!190.214.22.116!2016-01-11T00:17:06!45.05891!11.47226!459338
bruce wayne!bwayne@jleague.org!102.86.56.203!75.122.133.241!2016-01-11T00:18:24!46.11758!11.97929!850862
dick grayson!dgrayson@jleague.org!169.28.228.152!60.15.193.95!2016-01-11T00:18:50!48.25225!7.98962!879464
dinah lance!dlance@jleague.org!220.211.18.12!75.122.132.124!2016-01-11T00:19:47!48.7584!10.04272!436906
arthur curry!acurry@jleague.org!190.214.22.116!102.86.56.203!2016-01-11T00:21:14!49.24907!8.60891!247241
arthur curry!acurry@jleague.org!106.152.115.161!75.122.133.75!2016-01-11T00:22:31!48.3262!9.66367!15034
billy batson!bbatson@jleague.org!102.86.56.199!106.152.114.9!2016-01-10T00:23:37!49.15593!8.68977!134580
john constantine!jconstantine@jleague.org!102.86.56.203!75.122.132.124!2016-01-10T00:25:14!48.8473!8.08505!813622
kara zor-el!kzor-el@jleague.org!155.130.121.22!60.15.193.95!2016-01-10T00:25:30!48.86796!8.40649!482504
kyle rayner!krayner@jleague.org!106.152.114.9!75.122.133.75!2016-01-10T00:26:47!45.66985!9.65316!98886
bruce wayne!bwayne@jleague.org!220.211.18.12!75.122.133.10!2016-01-10T00:28:11!47.70169!7.8663!316820
john constantine!jconstantine@jleague.org!169.28.228.152!190.214.22.59!2016-01-09T00:29:12!46.94149!11.08498!364520
kyle rayner!krayner@jleague.org!220.211.18.31!155.130.120.114!2016-01-09T00:30:05!47.43225!8.82684!789705
bruce wayne!bwayne@jleague.org!190.214.22.201!220.211.18.12!2016-01-09T00:31:02!49.57691!8.47615!625036
john jones!jjones@jleague.org!155.130.121.22!190.214.22.94!2016-01-08T00:32:29!47.96724!11.23804!752049
john constantine!jconstantine@jleague.org!220.211.18.31!220.211.18.31!2016-01-08T00:33:31!49.80583!10.55258!258245
dinah lance!dlance@jleague.org!106.152.114.9!190.214.22.116!2016-01-08T00:34:39!49.46099!8.5362!725
barbara gordon!bgordon@jleague.org!155.130.121.215!220.211.18.48!2016-01-08T00:35:30!46.99018!11.50639!274408
kara zor-el!kzor-el@jleague.org!106.152.115.161!75.122.133.241!2016-01-08T00:36:08!49.26437!12.09269!760026
victor stone!vstone@jleague.org!102.86.56.203!102.86.56.199!2016-01-07T00:36:24!48.9131!8.71001!421979
hal jordan!hjordan@jleague.org!106.152.114.248!60.15.193.249!2016-01-07T00:36:35!45.08651!10.87173!557347
clark kent!ckent@jleague.org!169.28.228.153!106.152.114.248!2016-01-07T00:38:02!47.18044!11.3416!22999
barry allen!ballen@jleague.org!75.122.132.124!60.15.193.249!2016-01-06T00:39:21!49.31345!11.95319!927651
diana prince!dprince@jleague.org!75.122.132.124!106.152.115.49!2016-01-06T00:39:53!45.60316!11.29187!3512
john jones!jjones@jleague.org!220.211.18.12!75.122.133.75!2016-01-06T00:40:37!48.17761!11.59836!627947
john constantine!jconstantine@jleague.org!60.15.193.74!190.214.22.59!2016-01-06T00:42:15!46.70647!9.9306!340662
barry allen!ballen@jleague.org!102.86.56.213!169.28.228.152!2016-01-06T00:42:47!48.30336!10.6912!546197
billy batson!bbatson@jleague.org!106.152.115.161!190.214.22.94!2016-01-06T00:43:44!47.02258!7.75461!389068
john constantine!jconstantine@jleague.org!102.86.56.243!190.214.22.59!2016-01-06T00:44:53!49.63852!9.21294!27741
john jones!jjones@jleague.org!102.86.56.199!155.130.120.114!2016-01-06T00:46:20!49.12655!9.63351!903271
diana prince!dprince@jleague.org!155.130.121.215!155.130.121.215!2016-01-06T00:47:44!47.27604!10.91652!745936
dinah lance!dlance@jleague.org!102.86.56.213!106.152.115.130!2016-01-06T00:48:39!49.09847!9.08315!24077
kara zor-el!kzor-el@jleague.org!220.211.18.31!75.122.133.10!2016-01-06T00:50:03!46.43858!12.33267!483450
arthur curry!acurry@jleague.org!60.15.193.249!169.28.228.153!2016-01-06T00:51:39!46.39075!9.81723!650
hal jordan!hjordan@jleague.org!60.15.193.249!75.122.133.75!2016-01-06T00:52:42!48.21288!7.64795!681220
victor stone!vstone@jleague.org!155.130.121.22!102.86.56.199!2016-01-05T00:54:06!45.46761!11.58315!477456
barbara gordon!bgordon@jleague.org!106.152.115.49!220.211.18.12!2016-01-05T00:54:23!46.25667!12.25382!671268
barry allen!ballen@jleague.org!169.28.228.153!220.211.18.48!2016-01-05T00:55:17!48.00377!11.67098!587615
clark kent!ckent@jleague.org!155.130.121.6!220.211.18.48!2016-01-05T00:56:55!48.81677!11.59656!416511
billy batson!bbatson@jleague.org!155.130.120.114!102.86.56.199!2016-01-04T00:57:09!47.74905!12.15117!129795
dick grayson!dgrayson@jleague.org!190.214.22.116!190.214.22.59!2016-01-04T00:57:52!47.42113!12.42504!714842
billy batson!bbatson@jleague.org!60.15.193.95!60.15.193.74!2016-01-04T00:59:00!46.1163!11.36282!754570
hal jordan!hjordan@jleague.org!190.214.22.94!102.86.56.199!2016-01-04T00:59:38!46.93597!8.17669!811537
barry allen!ballen@jleague.org!60.15.193.95!190.214.22.116!2016-01-04T00:59:46!47.18064!12.42278!777172
ray palmer!rpalmer@jleague.org!106.152.115.130!106.152.115.49!2016-01-04T01:00:51!47.40538!11.89196!791274
dick grayson!dgrayson@jleague.org!106.152.115.49!106.152.115.49!2016-01-04T01:01:00!47.02093!9.63172!793821
dick grayson!dgrayson@jleague.org!155.130.121.6!60.15.193.249!2016-01-03T01:01:55!48.2279!8.45401!465564
billy batson!bbatson@jleague.org!102.86.56.199!102.86.56.199!2016-01-03T01:02:42!47.33507!11.86756!736322
kara zor-el!kzor-el@jleague.org!190.214.22.201!106.152.115.49!2016-01-03T01:04:09!48.69807!9.14127!165336
victor stone!vstone@jleague.org!102.86.56.199!190.214.22.59!2016-01-03T01:04:36!49.95577!7.72839!7653
bruce wayne!bwayne@jleague.org!220.211.18.31!155.130.121.22!2016-01-03T01:05:13!45.78404!9.78305!765852
victor stone!vstone@jleague.org!190.214.22.94!102.86.56.243!2016-01-03T01:05:15!49.05614!8.9438!247411
arthur curry!acurry@jleague.org!169.28.228.152!220.211.18.12!2016-01-03T01:06:27!47.0849!11.55546!73151
barry allen!ballen@jleague.org!106.152.115.130!220.211.18.48!2016-01-03T01:07:25!49.04091!11.64305!924363
barbara gordon!bgordon@jleague.org!60.15.193.250!106.152.114.9!2016-01-03T01:08:53!45.01487!9.48384!116854
kara zor-el!kzor-el@jleague.org!75.122.133.75!102.86.56.213!2016-01-02T01:09:07!47.89544!8.94651!101136
